업체명,연락처,업종,업태,행정동,도로명 주소,위도,경도,데이터 기준일자
신부산참기름,054-272-0830,제조,참기름,해도동,경상북도 포항시 남구 중앙로 67번길 5 (해도동),36.0189302,129.3688683,2019-08-07
나리,,소매,"주방용품,식품,의류",해도동,경상북도 포항시 남구 중앙로 67번길 8 (해도동),36.0191844,129.3685888,2019-08-07
작은나라,,음식,한식,해도동,경상북도 포항시 남구 해동로 23 (해도동),36.021457,129.3736244,2019-08-07
스타일 샵,054-284-5951,서비스,서비스,해도동,경상북도 포항시 남구 중앙로 78번길 16-1 (해도동),36.0204333,129.3711964,2019-08-07
문성칼국수,054-274-8032,음식,분식,해도동,경상북도 포항시 남구 축항로 11 (해도동),36.028903,129.3696685,2019-08-07
동보목욕탕,054-275-1466,서비스,대중탕,해도동,경상북도 포항시 남구 해동로84번길 14-1 (해도동),36.0270209,129.3740758,2019-08-07
천봉산숯불갈비,,음숙,한식,해도동,경상북도 포항시 남구 해동로72번길 9-1 (해도동),36.0261372,129.3739345,2019-08-07
포항장갑총판,054-273-1056,도소매,"장갑,잡화,건자재,철물",해도동,경상북도 포항시 남구 해동로 92-1 (해도동),36.0275483,129.3724503,2019-08-07
청정원푸드 (food),054-281-0999,도소매,도소매,해도동,경상북도 포항시 남구 축항로 17 (해도동),36.0290007,129.3703756,2019-08-07
정우기획,,"제조,도소매","간판및광고,광고자재",해도동,경상북도 포항시 남구 해동로 102 (해도동),36.028497,129.3721812,2019-08-07
막돌이한정식,054-278-8620,음숙,한식,해도동,경상북도 포항시 남구 중앙로 158번길 6-5 (해도동),36.0268397,129.3684057,2019-08-07
애드필수신,,제조,"즉석가공,광고",해도동,경상북도 포항시 남구 중앙로 158번길 30-6 (해도동),36.0272683,129.3708154,2019-08-07
뉴신세계종합화장품,054-285-0314,소매,화장품,연일읍,경상북도 포항시 남구 연일읍 연일로 159번길 34,35.9962947,129.347442,2019-08-07
망치분식,054-286-6776,음식,분식,연일읍,"경상북도 포항시 남구 연일읍 철강로41번길 52-6, 104호",35.9954532,129.349539,2019-08-07
유강막썰어파는집,,소매,수산물,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 57, 102호(2차상가) ",36.0053876,129.3145849,2019-08-07
은진헤어,,서비스,미용,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 23,36.0038913,129.3168273,2019-08-07
가마솥반찬,054-285-9488,"음숙,소매","분식,반찬",연일읍,경상북도 포항시 남구 연일읍 철강로41번길 60,35.9964323,129.3491862,2019-08-07
일광회타운,,음숙,한식,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 45,36.0043691,129.3155197,2019-08-07
산내들 한우촌,054-283-2334,"음식,소매","음식,소매",연일읍,경상북도 포항시 남구 연일읍 유강길9번길 42,36.004388,129.3160117,2019-08-07
감자바위식당,,음식,한식,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 32,36.0033909,129.3165276,2019-08-07
유강카정비,054-278-0016,서비스,정비,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 28,36.0035489,129.3166224,2019-08-07
동화식당,,음숙,일반한식,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 9,36.0037495,129.3184445,2019-08-07
헤어카페,,서비스,일반미용,연일읍,"경상북도 포항시 남구 연일읍 유강길17번길 17, A동 103호(유강펠리스)",36.0041534,129.3175094,2019-08-07
신유강 서점,054-278-1688,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 49,36.0046155,129.3154412,2019-08-07
사진마을,,서비스,사진관,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 45,36.0043691,129.3155197,2019-08-07
공씨네 주먹밥,054-277-0781,음식점,음식점,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 23,36.0038913,129.3168273,2019-08-07
B&B헤어,070-8104-1557,서비스,미용실,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 49-1,36.0045781,129.3153203,2019-08-07
퀼드 이야기,054-283-9894,도소매,,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 33-9,36.0054829,129.3209466,2019-08-07
겔러리카페향성원,,음식점,카페,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 57, 상가동 203호(대림한숲타운2차)",36.0053876,129.3145849,2019-08-07
대림 마트,054-278-0049,도소매,도소매,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 61, 113호(대림한숲타운)",36.0059678,129.3144809,2019-08-07
대림 떡방앗간,,제조,떡,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 61, (대림한숲타운 1차 101호)",36.0059678,129.3144809,2019-08-07
대림 한우 정육점,,도소매,식육,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 61, 1층 107호(대림상가)",36.0059678,129.3144809,2019-08-07
맑은샘 한의원,,보건,보건,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 37,3층 302호",36.0038366,129.3158109,2019-08-07
우리한의원,054-286-6455,보건,한의원,연일읍,경상북도 포항시 남구 연일읍 유강길 16,36.0048854,129.3194726,2019-08-07
G.Swing스크린골프,054-274-0055,서비스,골프연습장,연일읍,경상북도 포항시 남구 연일읍 유강길 18-10,36.0053395,129.320344,2019-08-07
유강한의원,054-275-7582,보건,한의원,연일읍,경상북도 포항시 남구 연일읍 유강길 18-10,36.0053395,129.320344,2019-08-07
사리나무꽃이피는집,054-275-5355,음식,한식,연일읍,경상북도 포항시 남구 연일읍 유동길 54-5,36.0060901,129.3233357,2019-08-07
모캄보 유강점,054-278-2299,음식,음식,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 34-10,36.00623,129.3225268,2019-08-07
예주헤어,054-285-3666,서비스,서비스,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 34-6,36.0060563,129.3223182,2019-08-07
맘스터치 유강점,,음식점,음식점,연일읍,"경상북도 포항시 남구 연일읍 유강길9번길 37,1층 103호",36.0038366,129.3158109,2019-08-07
이승혁 남성커트전문점,054-273-6366,서비스,서비스,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 24,36.0040754,129.3164557,2019-08-07
유강파전,054-278-5298,음식,한식,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 50-4,36.0052124,129.3156275,2019-08-07
아G트,,음숙,주점,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 50-2,36.004768,129.315845,2019-08-07
비비큐치킨(유강점),054-278-9077,음숙,치킨,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 25,36.0037899,129.3165875,2019-08-07
돈치킨(유강점),,치킨,한식,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 7,36.0044908,129.3184679,2019-08-07
파리바게뜨 포항유강점,054-274-8286,음식,음식,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 6-1,36.0048565,129.3182985,2019-08-07
유강당구장,054-282-7507,서비스,당구장,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 27,36.0054511,129.3217917,2019-08-07
흑룡강,054-278-7005,음식,중식,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 28,36.0057008,129.3220475,2019-08-07
행복노래연습장,054-286-6035,서비스,노래연습장,연일읍,경상북도 포항시 남구 연일읍 철강로71번길 13,35.9914933,129.3505531,2019-08-07
간이역,054-285-3833,음식,한식,연일읍,경상북도 포항시 남구 연일읍 철강로 55-5,35.9915744,129.349189,2019-08-07
위드미포항연일점,,소매,편의점,연일읍,경상북도 포항시 남구 연일읍 동문로 39,35.993707,129.3518055,2019-08-07
술병자리,,음식,한식,연일읍,경상북도 포항시 남구 연일읍 동문로 89,35.9981233,129.3521071,2019-08-07
제원각투,054-285-0997,음숙,중식,연일읍,경상북도 포항시 남구 연일읍 동문로 55,35.9951109,129.3520109,2019-08-07
손연화한정식,054-285-3115,음숙,한식,연일읍,경상북도 포항시 남구 연일읍 동문로21번길 34,35.9931583,129.3480698,2019-08-07
체어맨,,음숙,소주방,연일읍,경상북도 포항시 남구 연일읍 철강로41번길 18,35.9927173,129.3485002,2019-08-07
국밥친구칼국수,054-283-1140,음식,분식,연일읍,경상북도 포항시 남구 연일읍 연일로199번길 23,35.9950532,129.3449443,2019-08-07
연일착한포차,054-291-1976,음식,한식,연일읍,경상북도 포항시 남구 연일읍 연일로199번길 27-1,35.9954047,129.3452673,2019-08-07
969포항연일점,054-278-9690,음숙,한식,연일읍,"경상북도 포항시 남구 연일읍 연일로199번길 28, 107호",35.9952052,129.3454435,2019-08-07
신덕천식당,,음숙,한식,연일읍,경상북도 포항시 남구 연일읍 철강로 129 ,35.9890111,129.3569662,2019-08-07
덕천세차장,054-285-6135,서비스,자동차전문수리,연일읍,경상북도 포항시 남구 연일읍 철강로 129 ,35.9890111,129.3569662,2019-08-07
(주)영화정비,054-285-2000,서비스,정비,연일읍,경상북도 포항시 남구 연일읍 철강로 91,35.9899182,129.3525432,2019-08-07
오토오아시스연일공단점,054-285-6245,서비스,자동차부분정비,연일읍,경상북도 포항시 남구 연일읍 철강로 99,35.9897696,129.3534919,2019-08-07
은혜식품상사,054-285-2928,도소매,식료품,연일읍,경상북도 포항시 남구 연일읍 철강로41번길 51,35.9958459,129.3484276,2019-08-07
씨유 연일대로점,054-284-0316,도소매,도소매,연일읍,경상북도 포항시 남구 연일읍 철강로141번길 5,35.9892205,129.35779,2019-08-07
서희헤어,054-286-2144,서비스,미용,연일읍,경상북도 포항시 남구 연일읍 동문로 42(외 3필지),35.9938799,129.3522243,2019-08-07
오성문구사,054-278-3075,도소매,문구,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 49-5,36.0044505,129.3149898,2019-08-07
진한국(진짜한우국밥),054-283-9799,음식,한식,연일읍,경상북도 포항시 남구 연일읍 유강길 10,36.00457,129.3196283,2019-08-07
미소옷짱,,소매,의류,연일읍,경상북도 포항시 남구 연일읍 연일로159번길 2,35.9967385,129.3441689,2019-08-07
이집이쭈꾸미,,음식,한식,연일읍,경상북도 포항시 남구 연일읍 연일로159번길 19,35.9965272,129.3459394,2019-08-07
벌룬플라워,054-278-0600,소매,생화,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 46,36.0046046,129.3158718,2019-08-07
아르디피아노교습소,054-278-4566,서비스,예능,연일읍,경상북도 포항시 남구 연일읍 유강길17번길 16,36.0044425,129.3173611,2019-08-07
라이스스토리,,음숙,한식,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 34,36.0062376,129.3217563,2019-08-07
참샘학원,,서비스,보습학원,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 34-2,36.0059646,129.3221227,2019-08-07
ain(아인),,도소매,의류,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 50-6,36.0048066,129.3160105,2019-08-07
머털도사미용실,054-278-1491,서비스,미용,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 46,36.0046046,129.3158718,2019-08-07
다현,,소매,의류,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 49-3,36.0045135,129.3152084,2019-08-07
늘푸른컴퓨터학원,,교육,컴퓨터,연일읍,경상북도 포항시 남구 연일읍 철강로25번길 39,35.9950443,129.3461637,2019-08-07
in ssam 헤어샵,,서비스,서비스,연일읍,"경상북도 포항시 남구 연일읍 동문로 45, 103호",35.9942171,129.3519078,2019-08-07
나그네식당,054-285-7508,음식,,연일읍,경상북도 포항시 남구 연일읍 형산강남로436번길 5,36.0000597,129.3612662,2019-08-07
파다닭,054-275-0062,음식,치킨,연일읍,경상북도 포항시 남구 연일읍 연일로159번길 7,35.9968306,129.3445844,2019-08-07
치킨파티,054-251-8484,음식,치킨,연일읍,경상북도 포항시 남구 연일읍 연일로 163,35.9964963,129.3441225,2019-08-07
예천식당,054-286-2758,음식,한식,연일읍,경상북도 포항시 남구 연일읍 연일로159번길 2-1,35.9967043,129.3439215,2019-08-07
호식이두마리치킨,,음숙,치킨,연일읍,경상북도 포항시 남구 연일읍 연일로199번길 28,35.9952052,129.3454435,2019-08-07
금수구지뽕삼계탕,054-285-8831,음숙,한식,연일읍,경상북도 포항시 남구 연일읍 연일로 183,35.9943902,129.3439005,2019-08-07
민보석,,소매,귀금속,연일읍,경상북도 포항시 남구 연일읍 철강로25번길 49,35.9960109,129.3458767,2019-08-07
보람한의원,054-285-9210,보건,한의원,연일읍,경상북도 포항시 남구 연일읍 연일로159번길 33-2,35.9965674,129.3474981,2019-08-07
노리파크,,서비스,실내놀이터,연일읍,경상북도 포항시 남구 연일읍 연일로199번길 28 ,35.9952052,129.3454435,2019-08-07
오렌지PC zone,,서비스,서비스,연일읍,경상북도 포항시 남구 연일읍 동문로 21,35.9919584,129.351453,2019-08-07
스타양복세탁소,054-285-8239,서비스,세탁,연일읍,경상북도 포항시 남구 연일읍 철강로25번길 12,35.992923,129.3466492,2019-08-07
영수산,054-272-3354,도소매,수산물,연일읍,경상북도 포항시 남구 연일읍 연일로 172,35.9957858,129.3432413,2019-08-07
타이어프로(연일점),054-284-0066,도소매,자동차관련,연일읍,경상북도 포항시 남구 연일읍 연일로 173,35.9954859,129.3438543,2019-08-07
제이제이(JJ),,소매,의류,연일읍,경상북도 포항시 남구 연일읍 유강길9번길 61,36.0059678,129.3144809,2019-08-07
외식1번가,054-241-0098,음숙,한식,연일읍,"경상북도 포항시 남구 연일읍 자명로 179-55, 1층",36.0137308,129.3038345,2019-08-07
화평상사,,도소매,상품종합도매,연일읍,경상북도 포항시 남구 연일읍 유강길 10번길 21,36.0054437,129.3214556,2019-08-07
시골장터,054-278-8738,음식,한식,연일읍,경상북도 포항시 남구 연일읍 유동길 54. 1층,36.00557919,129.3232776,2019-08-07
미즈키친,054-275-0045,음숙,서양식음식,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 26-14,36.005423,129.3228126,2019-08-07
스타일,,소매,의류,연일읍,경상북도 포항시 남구 연일읍 유강길 17,36.0051026,129.3185668,2019-08-07
청정식육유통,,도소매,식육,연일읍,경상북도 포항시 남구 연일읍 유강길10번길 26-4,36.0052174,129.3222651,2019-08-07
이룸에이플러스 영어수학과학학원,,교육,교육,연일읍,"경상북도 포항시 남구 연일읍 유강길17번길 25, 2층",36.0037899,129.3165875,2019-08-07
